evidence,gocategory,id,pubmed,qualifier,term,gene,ontology,category
TAS,BP,GO:0008380,10369684,involved_in,RNA splicing,LSM1,BP,
IEA,BP,GO:0019827,,acts_upstream_of_or_within,stem cell population maintenance,LSM1,BP,
IEA,BP,GO:0030182,,acts_upstream_of,neuron differentiation,LSM1,BP,
IEA,BP,GO:0045665,,acts_upstream_of_or_within,negative regulation of neuron differentiation,LSM1,BP,
IMP,BP,GO:0071044,18172165,involved_in,histone mRNA catabolic process,LSM1,BP,
IDA,BP,GO:0000122,18178554,involved_in,negative regulation of transcription by RNA polymerase II,ZC3H12A,BP,
ISS,BP,GO:0000184,,involved_in,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",ZC3H12A,BP,
IEA,BP,GO:0001525,,involved_in,angiogenesis,ZC3H12A,BP,
ISS,BP,GO:0001933,,involved_in,negative regulation of protein phosphorylation,ZC3H12A,BP,
IDA,BP,GO:0002230,23355615,involved_in,positive regulation of defense response to virus by host,ZC3H12A,BP,
IEA,BP,GO:0002376,,involved_in,immune system process,ZC3H12A,BP,
IDA,BP,GO:0002757,19909337,involved_in,immune response-activating signaling pathway,ZC3H12A,BP,
IEA,BP,GO:0006402,,involved_in,mRNA catabolic process,ZC3H12A,BP,
IEA,BP,GO:0006915,,involved_in,apoptotic process,ZC3H12A,BP,
IEA,BP,GO:0006954,,involved_in,inflammatory response,ZC3H12A,BP,
IEA,BP,GO:0006974,,involved_in,DNA damage response,ZC3H12A,BP,
IMP,BP,GO:0006974,25861989,involved_in,DNA damage response,ZC3H12A,BP,
IEA,BP,GO:0007399,,involved_in,nervous system development,ZC3H12A,BP,
IDA,BP,GO:0010468,24048733,involved_in,regulation of gene expression,ZC3H12A,BP,
IDA,BP,GO:0010508,22739135,involved_in,positive regulation of autophagy,ZC3H12A,BP,
IEA,BP,GO:0010508,,involved_in,positive regulation of autophagy,ZC3H12A,BP,
IDA,BP,GO:0010587,22055188,involved_in,miRNA catabolic process,ZC3H12A,BP,
IDA,BP,GO:0010595,18364357,involved_in,positive regulation of endothelial cell migration,ZC3H12A,BP,
IDA,BP,GO:0010628,22739135,involved_in,positive regulation of gene expression,ZC3H12A,BP,
IEA,BP,GO:0010629,,involved_in,negative regulation of gene expression,ZC3H12A,BP,
IEA,BP,GO:0010656,,involved_in,negative regulation of muscle cell apoptotic process,ZC3H12A,BP,
ISS,BP,GO:0010656,,involved_in,negative regulation of muscle cell apoptotic process,ZC3H12A,BP,
IDA,BP,GO:0010884,22739135,involved_in,positive regulation of lipid storage,ZC3H12A,BP,
IEA,BP,GO:0010884,,involved_in,positive regulation of lipid storage,ZC3H12A,BP,
IDA,BP,GO:0016579,24048733,involved_in,protein deubiquitination,ZC3H12A,BP,
IEA,BP,GO:0030154,,involved_in,cell differentiation,ZC3H12A,BP,
IEA,BP,GO:0032689,,involved_in,negative regulation of type II interferon production,ZC3H12A,BP,
ISS,BP,GO:0032689,,involved_in,negative regulation of type II interferon production,ZC3H12A,BP,
IEA,BP,GO:0032691,,involved_in,negative regulation of interleukin-1 beta production,ZC3H12A,BP,
ISS,BP,GO:0032691,,involved_in,negative regulation of interleukin-1 beta production,ZC3H12A,BP,
IDA,BP,GO:0032715,18178554,acts_upstream_of,negative regulation of interleukin-6 production,ZC3H12A,BP,
IEA,BP,GO:0032715,,involved_in,negative regulation of interleukin-6 production,ZC3H12A,BP,
ISS,BP,GO:0032715,,involved_in,negative regulation of interleukin-6 production,ZC3H12A,BP,
IDA,BP,GO:0032720,18178554,acts_upstream_of,negative regulation of tumor necrosis factor production,ZC3H12A,BP,
IEA,BP,GO:0032720,,involved_in,negative regulation of tumor necrosis factor production,ZC3H12A,BP,
ISS,BP,GO:0032720,,involved_in,negative regulation of tumor necrosis factor production,ZC3H12A,BP,
IEA,BP,GO:0034599,,involved_in,cellular response to oxidative stress,ZC3H12A,BP,
ISS,BP,GO:0034599,,involved_in,cellular response to oxidative stress,ZC3H12A,BP,
IEA,BP,GO:0042149,,involved_in,cellular response to glucose starvation,ZC3H12A,BP,
ISS,BP,GO:0042149,,involved_in,cellular response to glucose starvation,ZC3H12A,BP,
IDA,BP,GO:0042307,24048733,involved_in,positive regulation of protein import into nucleus,ZC3H12A,BP,
IDA,BP,GO:0043031,18178554,acts_upstream_of,negative regulation of macrophage activation,ZC3H12A,BP,
IDA,BP,GO:0043124,18178554,involved_in,negative regulation of canonical NF-kappaB signal transduction,ZC3H12A,BP,
IEA,BP,GO:0043124,,involved_in,negative regulation of canonical NF-kappaB signal transduction,ZC3H12A,BP,
IMP,BP,GO:0043124,25861989,involved_in,negative regulation of canonical NF-kappaB signal transduction,ZC3H12A,BP,
ISS,BP,GO:0043124,,involved_in,negative regulation of canonical NF-kappaB signal transduction,ZC3H12A,BP,
IDA,BP,GO:0044828,23355615,involved_in,negative regulation by host of viral genome replication,ZC3H12A,BP,
IDA,BP,GO:0045019,18178554,acts_upstream_of,negative regulation of nitric oxide biosynthetic process,ZC3H12A,BP,
IEA,BP,GO:0045019,,involved_in,negative regulation of nitric oxide biosynthetic process,ZC3H12A,BP,
IDA,BP,GO:0045600,22739135,involved_in,positive regulation of fat cell differentiation,ZC3H12A,BP,
IEA,BP,GO:0045600,,involved_in,positive regulation of fat cell differentiation,ZC3H12A,BP,
IDA,BP,GO:0045766,18364357,involved_in,positive regulation of angiogenesis,ZC3H12A,BP,
IMP,BP,GO:0045766,24048733,involved_in,positive regulation of angiogenesis,ZC3H12A,BP,
IDA,BP,GO:0045944,18364357,involved_in,positive regulation of transcription by RNA polymerase II,ZC3H12A,BP,
IEA,BP,GO:0045944,,involved_in,positive regulation of transcription by RNA polymerase II,ZC3H12A,BP,
IEA,BP,GO:0050852,,involved_in,T cell receptor signaling pathway,ZC3H12A,BP,
ISS,BP,GO:0050852,,involved_in,T cell receptor signaling pathway,ZC3H12A,BP,
IDA,BP,GO:0051259,"[22055188, 23355615]",involved_in,protein complex oligomerization,ZC3H12A,BP,
IEA,BP,GO:0051607,,involved_in,defense response to virus,ZC3H12A,BP,
IEA,BP,GO:0055118,,involved_in,negative regulation of cardiac muscle contraction,ZC3H12A,BP,
ISS,BP,GO:0055118,,involved_in,negative regulation of cardiac muscle contraction,ZC3H12A,BP,
IDA,BP,GO:0061014,19909337,involved_in,positive regulation of mRNA catabolic process,ZC3H12A,BP,
IEA,BP,GO:0061014,,involved_in,positive regulation of mRNA catabolic process,ZC3H12A,BP,
ISS,BP,GO:0061014,,involved_in,positive regulation of mRNA catabolic process,ZC3H12A,BP,
IBA,BP,GO:0061158,,involved_in,3'-UTR-mediated mRNA destabilization,ZC3H12A,BP,
IDA,BP,GO:0061158,19909337,involved_in,3'-UTR-mediated mRNA destabilization,ZC3H12A,BP,
IEA,BP,GO:0061158,,involved_in,3'-UTR-mediated mRNA destabilization,ZC3H12A,BP,
ISS,BP,GO:0061158,,involved_in,3'-UTR-mediated mRNA destabilization,ZC3H12A,BP,
IDA,BP,GO:0071222,"[18178554, 19909337, 22055188]",involved_in,cellular response to lipopolysaccharide,ZC3H12A,BP,
IEA,BP,GO:0071222,,involved_in,cellular response to lipopolysaccharide,ZC3H12A,BP,
IMP,BP,GO:0071222,25861989,involved_in,cellular response to lipopolysaccharide,ZC3H12A,BP,
ISS,BP,GO:0071347,,involved_in,cellular response to interleukin-1,ZC3H12A,BP,
IDA,BP,GO:0071356,19909337,involved_in,cellular response to tumor necrosis factor,ZC3H12A,BP,
IDA,BP,GO:0098586,23355615,involved_in,cellular response to virus,ZC3H12A,BP,
IEA,BP,GO:1900016,,involved_in,negative regulation of cytokine production involved in inflammatory response,ZC3H12A,BP,
ISS,BP,GO:1900016,,involved_in,negative regulation of cytokine production involved in inflammatory response,ZC3H12A,BP,
IEA,BP,GO:1900119,,involved_in,positive regulation of execution phase of apoptosis,ZC3H12A,BP,
ISS,BP,GO:1900119,,involved_in,positive regulation of execution phase of apoptosis,ZC3H12A,BP,
IDA,BP,GO:1900745,24048733,involved_in,positive regulation of p38MAPK cascade,ZC3H12A,BP,
IEA,BP,GO:1901223,,involved_in,negative regulation of non-canonical NF-kappaB signal transduction,ZC3H12A,BP,
ISS,BP,GO:1901223,,involved_in,negative regulation of non-canonical NF-kappaB signal transduction,ZC3H12A,BP,
IMP,BP,GO:1903003,25861989,involved_in,positive regulation of protein deubiquitination,ZC3H12A,BP,
IEA,BP,GO:1903936,,involved_in,cellular response to sodium arsenite,ZC3H12A,BP,
ISS,BP,GO:1903936,,involved_in,cellular response to sodium arsenite,ZC3H12A,BP,
IEA,BP,GO:1904637,,involved_in,cellular response to ionomycin,ZC3H12A,BP,
ISS,BP,GO:1904637,,involved_in,cellular response to ionomycin,ZC3H12A,BP,
IDA,BP,GO:1990869,18364357,involved_in,cellular response to chemokine,ZC3H12A,BP,
IEA,BP,GO:1990869,,involved_in,cellular response to chemokine,ZC3H12A,BP,
IEA,BP,GO:2000320,,involved_in,negative regulation of T-helper 17 cell differentiation,ZC3H12A,BP,
ISS,BP,GO:2000320,,involved_in,negative regulation of T-helper 17 cell differentiation,ZC3H12A,BP,
IDA,BP,GO:2000379,22739135,involved_in,positive regulation of reactive oxygen species metabolic process,ZC3H12A,BP,
IDA,BP,GO:2000627,24048733,involved_in,positive regulation of miRNA catabolic process,ZC3H12A,BP,
IEA,BP,GO:0002098,,involved_in,tRNA wobble uridine modification,CTU2,BP,
NAS,BP,GO:0002098,19017811,involved_in,tRNA wobble uridine modification,CTU2,BP,
IBA,BP,GO:0002143,,involved_in,tRNA wobble position uridine thiolation,CTU2,BP,
IEA,BP,GO:0008033,,involved_in,tRNA processing,CTU2,BP,
IEA,BP,GO:0032447,,involved_in,protein urmylation,CTU2,BP,
IEA,BP,GO:0034227,,involved_in,tRNA thio-modification,CTU2,BP,
NAS,BP,GO:0034227,19017811,involved_in,tRNA thio-modification,CTU2,BP,
IBA,BP,GO:0000122,,involved_in,negative regulation of transcription by RNA polymerase II,DDIT3,BP,
IDA,BP,GO:0000122,24038088,acts_upstream_of_or_within,negative regulation of transcription by RNA polymerase II,DDIT3,BP,
IDA,BP,GO:0000122,"[16434966, 18940792]",involved_in,negative regulation of transcription by RNA polymerase II,DDIT3,BP,
IEA,BP,GO:0000122,,involved_in,negative regulation of transcription by RNA polymerase II,DDIT3,BP,
IGI,BP,GO:0000122,11478948,involved_in,negative regulation of transcription by RNA polymerase II,DDIT3,BP,
ISO,BP,GO:0000122,,involved_in,negative regulation of transcription by RNA polymerase II,DDIT3,BP,
ISS,BP,GO:0000122,,involved_in,negative regulation of transcription by RNA polymerase II,DDIT3,BP,
IEA,BP,GO:0001955,,involved_in,blood vessel maturation,DDIT3,BP,
IEA,BP,GO:0002086,,acts_upstream_of_or_within,diaphragm contraction,DDIT3,BP,
IEA,BP,GO:0006355,,acts_upstream_of_or_within,regulation of DNA-templated transcription,DDIT3,BP,
IEA,BP,GO:0006355,,involved_in,regulation of DNA-templated transcription,DDIT3,BP,
IMP,BP,GO:0006355,"[17872950, 22761832]",involved_in,regulation of DNA-templated transcription,DDIT3,BP,
IDA,BP,GO:0006357,14667815,acts_upstream_of_or_within,regulation of transcription by RNA polymerase II,DDIT3,BP,
IDA,BP,GO:0006357,8622660,involved_in,regulation of transcription by RNA polymerase II,DDIT3,BP,
NAS,BP,GO:0006357,"[20102225, 23661758]",involved_in,regulation of transcription by RNA polymerase II,DDIT3,BP,
IEA,BP,GO:0006915,,involved_in,apoptotic process,DDIT3,BP,
TAS,BP,GO:0006974,1339368,involved_in,DNA damage response,DDIT3,BP,
IBA,BP,GO:0006983,,involved_in,ER overload response,DDIT3,BP,
IEA,BP,GO:0006983,,acts_upstream_of_or_within,ER overload response,DDIT3,BP,
IDA,BP,GO:0006986,18940792,involved_in,response to unfolded protein,DDIT3,BP,
IEA,BP,GO:0006986,,involved_in,response to unfolded protein,DDIT3,BP,
IEA,BP,GO:0007605,,acts_upstream_of_or_within,sensory perception of sound,DDIT3,BP,
IEA,BP,GO:0009611,,involved_in,response to wounding,DDIT3,BP,
IEA,BP,GO:0009948,,involved_in,anterior/posterior axis specification,DDIT3,BP,
ISS,BP,GO:0009948,16434966,involved_in,anterior/posterior axis specification,DDIT3,BP,
IEA,BP,GO:0010467,,involved_in,gene expression,DDIT3,BP,
ISS,BP,GO:0010506,,involved_in,regulation of autophagy,DDIT3,BP,
IEA,BP,GO:0016055,,involved_in,Wnt signaling pathway,DDIT3,BP,
IEA,BP,GO:0030968,,acts_upstream_of_or_within,endoplasmic reticulum unfolded protein response,DDIT3,BP,
IEA,BP,GO:0030968,,involved_in,endoplasmic reticulum unfolded protein response,DDIT3,BP,
ISS,BP,GO:0030968,,involved_in,endoplasmic reticulum unfolded protein response,DDIT3,BP,
IMP,BP,GO:0032689,24038088,acts_upstream_of,negative regulation of type II interferon production,DDIT3,BP,
IMP,BP,GO:0032700,24038088,acts_upstream_of,negative regulation of interleukin-17 production,DDIT3,BP,
IMP,BP,GO:0032713,24038088,acts_upstream_of,negative regulation of interleukin-4 production,DDIT3,BP,
IMP,BP,GO:0032757,20829347,involved_in,positive regulation of interleukin-8 production,DDIT3,BP,
IDA,BP,GO:0034976,"[18940792, 19061639, 20829347, 24939851, 33384352]",involved_in,response to endoplasmic reticulum stress,DDIT3,BP,
IEA,BP,GO:0034976,,involved_in,response to endoplasmic reticulum stress,DDIT3,BP,
IGI,BP,GO:0034976,15775988,involved_in,response to endoplasmic reticulum stress,DDIT3,BP,
IEA,BP,GO:0036119,,involved_in,response to platelet-derived growth factor,DDIT3,BP,
TAS,BP,GO:0036499,"[14685163, 22934019]",involved_in,PERK-mediated unfolded protein response,DDIT3,BP,
TAS,BP,GO:0036500,22934019,involved_in,ATF6-mediated unfolded protein response,DDIT3,BP,
IEA,BP,GO:0042594,,involved_in,response to starvation,DDIT3,BP,
IDA,BP,GO:0043161,17872950,involved_in,proteasome-mediated ubiquitin-dependent protein catabolic process,DDIT3,BP,
IEA,BP,GO:0043525,,involved_in,positive regulation of neuron apoptotic process,DDIT3,BP,
IMP,BP,GO:0043525,22761832,involved_in,positive regulation of neuron apoptotic process,DDIT3,BP,
ISS,BP,GO:0043525,,involved_in,positive regulation of neuron apoptotic process,DDIT3,BP,
IDA,BP,GO:0045454,14667815,acts_upstream_of_or_within,cell redox homeostasis,DDIT3,BP,
IEA,BP,GO:0045599,,acts_upstream_of_or_within,negative regulation of fat cell differentiation,DDIT3,BP,
IEA,BP,GO:0045662,,involved_in,negative regulation of myoblast differentiation,DDIT3,BP,
IDA,BP,GO:0045892,18940792,involved_in,negative regulation of DNA-templated transcription,DDIT3,BP,
IEA,BP,GO:0045892,,involved_in,negative regulation of DNA-templated transcription,DDIT3,BP,
IDA,BP,GO:0045893,"[15322075, 15775988]",involved_in,positive regulation of DNA-templated transcription,DDIT3,BP,
IEA,BP,GO:0045893,,involved_in,positive regulation of DNA-templated transcription,DDIT3,BP,
IDA,BP,GO:0045944,"[15322075, 22065586, 24939851]",involved_in,positive regulation of transcription by RNA polymerase II,DDIT3,BP,
IEA,BP,GO:0045944,,involved_in,positive regulation of transcription by RNA polymerase II,DDIT3,BP,
IGI,BP,GO:0045944,15775988,involved_in,positive regulation of transcription by RNA polymerase II,DDIT3,BP,
IMP,BP,GO:0045944,"[22065586, 22761832]",involved_in,positive regulation of transcription by RNA polymerase II,DDIT3,BP,
ISS,BP,GO:0045944,,involved_in,positive regulation of transcription by RNA polymerase II,DDIT3,BP,
IMP,BP,GO:0051091,18534616,involved_in,positive regulation of DNA-binding transcription factor activity,DDIT3,BP,
IEA,BP,GO:0051209,,involved_in,release of sequestered calcium ion into cytosol,DDIT3,BP,
IEA,BP,GO:0051726,,involved_in,regulation of cell cycle,DDIT3,BP,
IMP,BP,GO:0051898,22761832,involved_in,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,DDIT3,BP,
IEA,BP,GO:0060840,,involved_in,artery development,DDIT3,BP,
IEA,BP,GO:0061771,,acts_upstream_of_or_within,response to caloric restriction,DDIT3,BP,
IBA,BP,GO:0070059,,involved_in,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,DDIT3,BP,
IDA,BP,GO:0070059,"[18940792, 20829347]",involved_in,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,DDIT3,BP,
IEA,BP,GO:0070059,,acts_upstream_of_or_within,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,DDIT3,BP,
IEA,BP,GO:0070059,,involved_in,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,DDIT3,BP,
IMP,BP,GO:0070059,15322075,involved_in,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,DDIT3,BP,
TAS,BP,GO:0070059,"[14685163, 22934019]",involved_in,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,DDIT3,BP,
IEA,BP,GO:0070509,,acts_upstream_of_or_within,calcium ion import,DDIT3,BP,
IEA,BP,GO:0072655,,involved_in,establishment of protein localization to mitochondrion,DDIT3,BP,
IEA,BP,GO:0090090,,involved_in,negative regulation of canonical Wnt signaling pathway,DDIT3,BP,
ISS,BP,GO:0090090,16434966,involved_in,negative regulation of canonical Wnt signaling pathway,DDIT3,BP,
IEA,BP,GO:0120163,,involved_in,negative regulation of cold-induced thermogenesis,DDIT3,BP,
ISS,BP,GO:0120163,26370079,involved_in,negative regulation of cold-induced thermogenesis,DDIT3,BP,
IDA,BP,GO:0140467,30639358,involved_in,integrated stress response signaling,DDIT3,BP,
NAS,BP,GO:0140467,28566324,involved_in,integrated stress response signaling,DDIT3,BP,
IDA,BP,GO:0140468,"[32132706, 32132707]",involved_in,HRI-mediated signaling,DDIT3,BP,
IDA,BP,GO:0160144,31535977,acts_upstream_of_or_within,GDF15-GFRAL signaling pathway,DDIT3,BP,
IMP,BP,GO:1902237,22761832,involved_in,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,DDIT3,BP,
IEA,BP,GO:1904738,,involved_in,vascular associated smooth muscle cell migration,DDIT3,BP,
IEA,BP,GO:1990442,,involved_in,intrinsic apoptotic signaling pathway in response to nitrosative stress,DDIT3,BP,
IEA,BP,GO:1990874,,involved_in,vascular associated smooth muscle cell proliferation,DDIT3,BP,
IDA,BP,GO:2000016,16434966,involved_in,negative regulation of determination of dorsal identity,DDIT3,BP,
IEA,BP,GO:2000016,,involved_in,negative regulation of determination of dorsal identity,DDIT3,BP,
IMP,BP,GO:2001244,27031958,involved_in,positive regulation of intrinsic apoptotic signaling pathway,DDIT3,BP,
TAS,BP,GO:0006629,10103005,involved_in,lipid metabolic process,LIPT1,BP,
IEA,BP,GO:0009249,,involved_in,protein lipoylation,LIPT1,BP,
TAS,BP,GO:0009249,,involved_in,protein lipoylation,LIPT1,BP,
TAS,BP,GO:0036211,10103005,involved_in,protein modification process,LIPT1,BP,
IMP,BP,GO:0000027,24120868,involved_in,ribosomal large subunit assembly,NOP2,BP,
IBA,BP,GO:0000470,,involved_in,maturation of LSU-rRNA,NOP2,BP,
IEA,BP,GO:0001510,,involved_in,RNA methylation,NOP2,BP,
IDA,BP,GO:0006364,36161484,involved_in,rRNA processing,NOP2,BP,
IEA,BP,GO:0006364,,involved_in,rRNA processing,NOP2,BP,
IEA,BP,GO:0006396,,involved_in,RNA processing,NOP2,BP,
IDA,BP,GO:0008284,1394192,involved_in,positive regulation of cell population proliferation,NOP2,BP,
IEA,BP,GO:0032259,,involved_in,methylation,NOP2,BP,
IEA,BP,GO:0042254,,involved_in,ribosome biogenesis,NOP2,BP,
IDA,BP,GO:0042273,36161484,involved_in,ribosomal large subunit biogenesis,NOP2,BP,
IBA,BP,GO:0070475,,involved_in,rRNA base methylation,NOP2,BP,
IMP,BP,GO:1901796,24120868,involved_in,regulation of signal transduction by p53 class mediator,NOP2,BP,
IEA,BP,GO:0006412,,involved_in,translation,MTRF1L,BP,
IEA,BP,GO:0006415,,involved_in,translational termination,MTRF1L,BP,
IBA,BP,GO:0070126,,involved_in,mitochondrial translational termination,MTRF1L,BP,
IDA,BP,GO:0070126,"[17803939, 20075246, 33878294]",involved_in,mitochondrial translational termination,MTRF1L,BP,
IEA,BP,GO:0070126,,involved_in,mitochondrial translational termination,MTRF1L,BP,
IEA,BP,GO:0002376,,involved_in,immune system process,MX1,BP,
TAS,BP,GO:0006915,9389754,involved_in,apoptotic process,MX1,BP,
TAS,BP,GO:0006952,2154602,involved_in,defense response,MX1,BP,
TAS,BP,GO:0007165,9389754,involved_in,signal transduction,MX1,BP,
IMP,BP,GO:0009615,15047845,involved_in,response to virus,MX1,BP,
